Název školy,Identifikační znak organizace,Resortní identifikátor právnické osoby,Zřizovatel,Typ třídy,Obor,Název oboru,Forma vzdělávání,Název vyššího územního samosprávného celku,Kód vyššího územního samosprávného celku dle číselníku ČSÚ,Název okresu,Kód okresu dle číselníku ČSÚ,Název správního obvodu obce s rozšířenou působností,Kód správního obvodu obce s rozšířenou působností dle číselníku ČSÚ,Název obce,Kód obce dle číselníku ČSÚ,Název ulice,Číslo popisné nebo evidenční podle typu čísla domovního,Typ čísla domovního,Číslo orientační,PSČ,Webové stránky,Název okresu bydliště studenta,Kód okresu bydliště studenta dle číselníku ČSÚ,Název obce bydliště studenta,Kód obce bydliště studenta dle číselníku ČSÚ,Počty studentů s trvalým bydlištěm v dané obci dojíždějící do vyšší odborné školy,Zápis vektorové geometrie,Zeměpisná délka v souřadnicovém systému WGS84,Zeměpisná šířka v souřadnicovém systému WGS84,Jedinečný identifikátor v katalogu otevřených dat Data KHK,ID,x2,y2
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Spojil,574198,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8979,5725,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Nové Město nad Metují,574279,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8980,5726,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Nový Hrádek,574287,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8981,5727,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Provodov-Šonov,574350,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8982,5728,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Slavětín nad Metují,574431,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8983,5729,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Studnice,574481,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8984,5730,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Kramolna,574546,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8985,5731,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Vysokov,574643,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8986,5732,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Opatovice nad Labem,575429,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8987,5733,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Trusnov,575828,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8988,5734,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Lično,576468,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8989,5735,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Semily,CZ0514,Benešov u Semil,576999,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8990,5736,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Svitavy,CZ0533,Benátky,577774,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8991,5737,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Dvůr Králové nad Labem,579203,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8993,5739,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Horní Maršov,579262,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8994,5740,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Jívka,579378,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8995,5741,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M01,Užitá malba,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Vrchlabí,579858,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8996,5742,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Benešov,CZ0201,Střezimíř,530701,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8997,5743,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Beroun,CZ0202,Zadní Třebaň,531979,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8998,5744,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Kolín,CZ0204,Nová Ves I,533530,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS8999,5745,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Nymburk,CZ0208,Budiměřice,537055,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9000,5746,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Nymburk,CZ0208,Poděbrady,537683,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9001,5747,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Praha-východ,CZ0209,Babice,538043,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9002,5748,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Praha-západ,CZ020A,Řevnice,539643,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9003,5749,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,České Budějovice,CZ0311,Hluboká nad Vltavou,544485,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9004,5750,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Vsetín,CZ0723,Valašské Meziříčí,545058,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9005,5751,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Jičín,CZ0522,Milovice u Hořic,548863,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9006,5752,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Brno-město,CZ0642,Brno-Ivanovice,551376,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9007,5753,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Most,CZ0425,Želenice,567426,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9008,5754,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Petrovice,570567,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9010,5756,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Sendražice,570796,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9011,5757,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Jičín,CZ0522,Jičín,572659,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9012,5758,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Jičín,CZ0522,Nová Paka,573248,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9014,5760,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Jičín,CZ0522,Žlunice,573850,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9015,5761,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Semily,CZ0514,Horka u Staré Paky,574201,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9016,5762,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Šonov,574511,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9017,5763,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Ohnišov,576565,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9018,5764,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Semily,CZ0514,Holenice,577111,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9019,5765,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Kohoutov,579408,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9021,5767,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Prosečné,579602,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9022,5768,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Vrchlabí,579858,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9023,5769,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Ústí nad Orlicí,CZ0534,Česká Třebová,580031,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9024,5770,1740116.55777642,6509393.78726486
"Střední uměleckoprůmyslová škola sochařská a kamenická, Hořice, příspěvková organizace",87343,600012077,kraj,běžná třída,8241M16,Kamenosochařství,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Ústí nad Orlicí,CZ0534,Vysoké Mýto,581186,1,POINT(50.363079 15.631733),15.631733,50.363079,SPSS9025,5771,1740116.55777642,6509393.78726486
